Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	LHRH	1538 : 1542	CM	onist for 24 weeks or by LHRH       agonist therapy fo
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	anti-androgen	1594 : 1607	CM	24 weeks with 4 weeks of anti-androgen to prevent flare.       
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	leuprolide	1647 : 1657	CM	re.        This includes leuprolide, goserelin, triptorelin,
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	PR25	2302 : 2306	CM	 of            EORTC QLQ PR25 at 24 weeks;          - 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	C30	2476 : 2479	CM	rapy, based on EORTC QLQ C30 and PR25 at 24 weeks;   
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	PR25	2484 : 2488	CM	sed on EORTC QLQ C30 and PR25 at 24 weeks;          - 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	10-	3713 : 3716	CPR	the ODM-201 study arm. A 10-point difference is regar
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Tc	4620 : 4622	CM	nce imaging (MRI) and/or Tc bone scintigraphy.      
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	testosterone	4799 : 4811	CM	d            -  Baseline testosterone ≥ 8 nmol/L or 230 ng/dL 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	2-	4904 : 4906	CPR	 ng/ml, taken at minimum 2-week interval, with the s
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	WHO	5008 : 5011	CM	 first one            -  WHO performance status (PS) 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	PS	5032 : 5034	CM	 WHO performance status (PS) of 0-1            -  G8
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	0-	5039 : 5041	CPR	rformance status (PS) of 0-1            -  G8 score 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	creatinine	5437 : 5447	CM	Adequate renal function: creatinine clearance/eGFR within no
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Bilirubin	5628 : 5637	CM	patic function:          Bilirubin: total bilirubin ≤ to 1.
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	bilirubin	5645 : 5654	CM	        Bilirubin: total bilirubin ≤ to 1.5 X upper limit o
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	ULN	5689 : 5692	CM	X upper limit of normal (ULN)            -  Aspartate
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Aspartate	5708 : 5717	CM	rmal (ULN)            -  Aspartate aminotransferase (AST) a
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	aminotransferase	5718 : 5734	ASE	            -  Aspartate aminotransferase (AST) and/or Alanine ami
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Alanine aminotransferase(ALT)	5748 : 5777	CM	transferase (AST) and/or Alanine aminotransferase(ALT) ≤ 2.5 X ULN            -
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	ULN	5786 : 5789	CM	transferase(ALT) ≤ 2.5 X ULN            -  Normal car
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	12-lead	5859 : 5866	CM	ing to local standard by 12-lead Electrocardiogram (ECG) 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	12-lead	5928 : 5935	CM	 (complete, standardized 12-lead recording)            - 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	ICH	6152 : 6155	CM	 Practices              (ICH/GCP), and national/local
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	anti-androgens	6625 : 6639	CM	nists, GnRH antagonists, anti-androgens, oestrogens, 5α-reductas
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	5α-reductase	6653 : 6665	ASE	i-androgens, oestrogens, 5α-reductase inhibitor). For         
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	anti-prostate	7004 : 7017	CM	s that may have hormonal anti-prostate cancer activity and/or a
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	glucocorticoids	7143 : 7158	CM	-  Has received systemic glucocorticoids within 24 weeks prior to
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	glucocorticoids	7243 : 7258	CM	cted to require systemic glucocorticoids during the study period 
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Myocardial	8707 : 8717	CM	including:            -  Myocardial infarction within six mo
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Hg	9752 : 9754	CM	c blood pressure >170 mm Hg              or diastoli
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	Hg	9805 : 9807	CM	 blood pressure > 105 mm Hg at the screening visit  
./___Corpus/ClinicalTrials/xml/NCT02972060.xml	LHRH	10024 : 10028	CM	ation Therapy (ADT) With LHRH Agonists or Antagonist i
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	HSP90	157 : 162	CM	e heat shock protein 90 (HSP90). Hsp90 inhibitors may o
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	201 : 210	CM	itors may overcome       ibrutinib resistance in Mantle cel
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	344 : 353	CM	o an established dose of ibrutinib will provide clinical re
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	457 : 466	CM	t have not progressed on ibrutinib after 18 months of      
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CLL	568 : 571	CM	ression of subjects with CLL.                       C
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CLL	625 : 628	CM	ic lymphocytic leukemia (CLL) is the most prevalent l
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	Bruton's tyrosine	851 : 868	CM	 the introduction of the Bruton's tyrosine kinase (BTK)       inhib
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	kinase	869 : 875	ASE	of the Bruton's tyrosine kinase (BTK)       inhibitor ib
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	898 : 907	CM	se (BTK)       inhibitor ibrutinib.        While response t
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	934 : 943	CM	       While response to ibrutinib has been high with thera
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CR	1223 : 1225	CM	      complete response (CR), and minimal residual d
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	1296 : 1305	CM	ty on single agent       ibrutinib has not been reported. S
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CR	1451 : 1453	CM	lax that attainment of a CR is associated with longe
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	PFS	1513 : 1516	CM	ogression free survival (PFS), it is likely that deep
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	1579 : 1588	CM	es associated with       ibrutinib will result in more dura
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CLL	1647 : 1650	CM	sions.        Relapse in CLL can be mediated by at le
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	HSP90	1982 : 1987	CM	e heat shock protein 90 (HSP90). Hsp90 inhibitors may  
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	2026 : 2035	CM	itors may       overcome ibrutinib resistance in Mantle cel
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	2169 : 2178	CM	o an established dose of ibrutinib will provide clinical   
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	2282 : 2291	CM	t have not progressed on ibrutinib after 18       months of
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	7‑	2459 : 2461	CPR	   doses), followed by a 7‑day drug‑free period. Sub
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	2534 : 2543	CM	receive daily oral       ibrutinib at their established dos
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CLL	2756 : 2759	CM	       -  A diagnosis of CLL as defined by IWCLL 2008
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	IWCLL	2774 : 2779	CM	sis of CLL as defined by IWCLL 2008 criteria and curren
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	2839 : 2848	CM	atment with              ibrutinib for at least 18 months w
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	3033 : 3042	CM	a therapy (not including ibrutinib)            -  Life expe
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	3527 : 3536	CM	periencing toxicity with ibrutinib            -  Prior trea
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	isoenzyme	3915 : 3924	CM	ytochrome P450 (CYP) 3A4 isoenzyme within 3 hours before or
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	ibrutinib	4793 : 4802	CM	al treatment (except for ibrutinib) from 30 days prior to t
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	retinal	4929 : 4936	CM	lar degeneration, or any retinal changes detected        
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	Ibrutinib	5320 : 5329	CM	o an Established Dose of Ibrutinib in CLL               A P
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	CLL	5333 : 5336	CM	hed Dose of Ibrutinib in CLL               A Phase 1,
./___Corpus/ClinicalTrials/xml/NCT02973399.xml	Ibrutinib	5400 : 5409	CM	udy of SNX‑5422 Added to Ibrutinib in Chronic Lymphocytic L
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	doxorubicin	1450 : 1461	CM	n advanced disease, with doxorubicin or the       combination
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	gemcitabine	1490 : 1501	CM	the       combination of gemcitabine and docetaxel eliciting 
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	docetaxel	1506 : 1515	CM	ation of gemcitabine and docetaxel eliciting objective resp
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	Creatinine	4025 : 4035	CM	0/mm3                 -  Creatinine ≤ 1.5 times upper limit 
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	OR	4070 : 4072	CM	es upper limit of normal OR Calculated creatinine cl
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	creatinine	4084 : 4094	CM	 of normal OR Calculated creatinine clearance >             
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	bilirubin	4160 : 4169	CM	                -  Total bilirubin ≤ 1.5 times upper limit 
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	mitomycin	6296 : 6305	CM	rosureas or              mitomycin within the 42 days prior
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	NCI	6743 : 6746	CM	e 1 or less according to NCI CTCAE v4.0 or           
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	H2	7082 : 7084	CM	roton pump inhibitors or H2 blockers (patients may s
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	P-gp	7268 : 7272	CM	herapeutic index for the P-gp and BCRP transporters an
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	BCRP	7277 : 7281	CM	c index for the P-gp and BCRP transporters and/or (c) 
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	PH302	8178 : 8183	CM	alline cellulose (Avicel PH302) or polysorbate 80 (Twee
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	Tween	8204 : 8209	CM	H302) or polysorbate 80 (Tween 80), which are          
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	Tyrosine	9615 : 9623	CM	GCD516, a Multi-receptor Tyrosine Kinase Inhibitor, in Adv
./___Corpus/ClinicalTrials/xml/NCT02978859.xml	Kinase	9624 : 9630	ASE	 Multi-receptor Tyrosine Kinase Inhibitor, in Advanced L
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	malonyl
      carnitine	368 : 391	CM	 on metabolic endpoints (malonyl       carnitine and tripalmitin levels) 
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	tripalmitin	396 : 407	CM	onyl       carnitine and tripalmitin levels) following short-
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	myocardial	1624 : 1634	CM	schemic heart disease or myocardial infarction (MI) within 6
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	anti-	3433 : 3438	CPR	ntacids              and anti-emetics is permissible   
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	diphenhydramine	3722 : 3737	CM	ding, but not limited to diphenhydramine, famotidine,            
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	famotidine	3739 : 3749	CM	ited to diphenhydramine, famotidine,              ondansetro
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	mitomycin C	4155 : 4166	CM	6 weeks for              mitomycin C and nitrosoureas) or 5 h
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	nitrosoureas	4171 : 4183	CM	         mitomycin C and nitrosoureas) or 5 half-lives of that
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	Fatty Acid	5139 : 5149	CM	armacodynamic Effects of Fatty Acid Synthase (FASN) Inhibiti
./___Corpus/ClinicalTrials/xml/NCT02980029.xml	Fatty Acid	5259 : 5269	CM	armacodynamic Effects of Fatty Acid Synthase (FASN) Inhibiti
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	146 : 158	CM	e-operative therapy with Mocetinostat and Durvalumab on patien
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	529 : 541	CM	tion, with pre-operative Mocetinostat       and Durvalumab.   
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	610 : 622	CM	l involve treatment with Mocetinostat and Durvalumab, tests an
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	SCCOC	1317 : 1322	CM	            oral cavity (SCCOC) (floor of mouth, anteri
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	mucosa	1369 : 1375	CM	erior 2/3 tongue, buccal mucosa, upper and              
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	N0-	1519 : 1522	CPR	 surgical rounds (T2-4a, N0-2, M0; without evidence o
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	mocetinostat	1800 : 1812	CM	ond after treatment with mocetinostat but prior to treatment w
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	anti-	2248 : 2253	CPR	s team.            6. No anti-neoplastic treatment is a
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	0-	2446 : 2448	CPR	 ECOG performance status 0-1.            8. Patient 
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	creatinine	2580 : 2590	CM	Renal function: i. Serum creatinine < 1.5 ULN (upper limit o
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	ULN	2597 : 2600	CM	. Serum creatinine < 1.5 ULN (upper limit of normal r
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	creatinine	2660 : 2670	CM	              calculated creatinine clearance of > 50mL/min 
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Creatinine	2724 : 2734	CM	g the following formula: Creatinine              clearance =
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	140-	2762 : 2766	CPR	           clearance = [(140-age) x wt (kg) x Constant
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	creatinine	2796 : 2806	CM	x wt (kg) x Constant*] / creatinine (umol/L)               *
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	umol	2808 : 2812	CM	Constant*] / creatinine (umol/L)               *Consta
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	bilirubin	3176 : 3185	CM	Liver function: i. Total bilirubin < ULN ii. Aspartate amin
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	ULN	3188 : 3191	CM	on: i. Total bilirubin < ULN ii. Aspartate aminotrans
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Aspartate	3196 : 3205	CM	otal bilirubin < ULN ii. Aspartate aminotransferase (AST/SG
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	aminotransferase	3206 : 3222	ASE	ubin < ULN ii. Aspartate aminotransferase (AST/SGOT)              
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	alanine	3251 : 3258	CM	T/SGOT)              and alanine aminotransferase (ALT/SG
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	aminotransferase	3259 : 3275	ASE	             and alanine aminotransferase (ALT/SGPT) < 2.5 x ULN  
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	ULN	3295 : 3298	CM	erase (ALT/SGPT) < 2.5 x ULN               - Cardiac 
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	pericardial	3455 : 3466	CM	y clinically significant pericardial effusion, as evidenced b
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	anti-	5639 : 5644	CPR	g aspirin, non-steroidal anti-inflammatories, antiplate
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	anti-	5707 : 5712	CPR	                   other anti-coagulants) must be disco
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	prednisone	6828 : 6838	CM	day of                   prednisone or equivalent.          
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	I	7331 : 7332	CM	dhood asthma/atopy, type I diabetes                
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	7847 : 7859	CM	tion to any component of Mocetinostat and/or Durvalumab       
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	8850 : 8862	CM	events from              Mocetinostat or Durvalumab, or compro
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	10069 : 10081	CM	           Pre-operative Mocetinostat (MGCD0103) and Durvaluma
./___Corpus/ClinicalTrials/xml/NCT02993991.xml	Mocetinostat	10203 : 10215	CM	           Pre-operative Mocetinostat (MGCD0103) and Durvaluma
./___Corpus/Medline/xml/PMC4346098.xml	NSCLC	148 : 153	CM	-small cell lung cancer (NSCLC) over the past few years
./___Corpus/Medline/xml/PMC4346098.xml	NSCLC	283 : 288	CM	r patients with advanced NSCLC (Table 1). We are beginn
./___Corpus/Medline/xml/PMC4346098.xml	tyrosine	391 : 399	CM	ce following exposure to tyrosine kinase inhibitors in pat
./___Corpus/Medline/xml/PMC4346098.xml	kinase	400 : 406	ASE	ing exposure to tyrosine kinase inhibitors in patients w
./___Corpus/Medline/xml/PMC4346098.xml	NSCLC	453 : 458	CM	s with oncogene addicted NSCLC. The advent of next gene
./___Corpus/Medline/xml/PMC4346098.xml	OF	801 : 803	CM	   1. MOLECULAR GENETICS OF HUMAN LUNG CANCER       
./___Corpus/Medline/xml/PMC4346098.xml	Kinase	2038 : 2044	ASE	 and Anaplastic Lymphoma Kinase (ALK) rearrangement test
./___Corpus/Medline/xml/PMC4346098.xml	ROS	2213 : 2216	CM	 for alterations such as ROS, RET, BRAF, and HER2 whi
./___Corpus/Medline/xml/PMC4346098.xml	tyrosine	2657 : 2665	CM	activation of particular tyrosine kinases in some patients
./___Corpus/Medline/xml/PMC4346098.xml	kinases	2666 : 2673	ASE	n of particular tyrosine kinases in some patients with ad
./___Corpus/Medline/xml/PMC4346098.xml	NSCLC	2705 : 2710	CM	e patients with advanced NSCLC most notably mutations i
./___Corpus/Medline/xml/PMC4346098.xml	gene5	2774 : 2779	CM	earrangements of the ALK gene5, has led to a paradigm s
./___Corpus/Medline/xml/PMC4346098.xml	NCCN	3372 : 3376	CM	ehensive Cancer Network (NCCN) that newly diagnosed pa
./___Corpus/Medline/xml/PMC4346098.xml	ROS	3572 : 3575	CM	rations in genes such as ROS, RET, MET, BRAF, and HER
./___Corpus/Medline/xml/PMC4346098.xml	gefitinib	3830 : 3839	CM	tions and sensitivity to gefitinib and erlotinib in lung ad
./___Corpus/Medline/xml/PMC4346098.xml	erlotinib	3844 : 3853	CM	itivity to gefitinib and erlotinib in lung adenocarcinoma, 
./___Corpus/Medline/xml/PMC4346098.xml	tyrosine	3934 : 3942	CM	st tobacco exposure EGFR tyrosine kinase inhibitors (TKIs)
./___Corpus/Medline/xml/PMC4346098.xml	kinase	3943 : 3949	ASE	o exposure EGFR tyrosine kinase inhibitors (TKIs) are no
./___Corpus/Medline/xml/PMC4346098.xml	NSCLC	4028 : 4033	CM	therapy in patients with NSCLC known to have activating
./___Corpus/Medline/xml/PMC4346098.xml	transformation).8	4818 : 4835	CM	emotherapies (small cell transformation).8                         
./___Corpus/Medline/xml/PMC4346098.xml	tyrosine	4883 : 4891	CM	                Receptor tyrosine kinase gene rearrangemen
./___Corpus/Medline/xml/PMC4346098.xml	kinase	4892 : 4898	ASE	       Receptor tyrosine kinase gene rearrangements, suc
./___Corpus/Medline/xml/PMC4346098.xml	ROS	4933 : 4936	CM	rangements, such as ALK, ROS and RET, are identified 
./___Corpus/Medline/xml/PMC4346098.xml	1–	4964 : 4966	CPR	d RET, are identified in 1–8% of lung adenocarcinoma
./___Corpus/Medline/xml/PMC4346098.xml	adenocarcinomas.10	4977 : 4995	CM	entified in 1–8% of lung adenocarcinomas.10 Patients’ whose tumors h
./___Corpus/Medline/xml/PMC4346098.xml	ROS	5318 : 5321	CM	 clinical use of ALK and ROS inhibitors with expanded
./___Corpus/Medline/xml/PMC4346098.xml	LDK378	5376 : 5382	CM	anisms of action such as LDK378.                        
./___Corpus/Medline/xml/PMC4346098.xml	mitogen	5617 : 5624	CM	cally exploit.13, 14 The mitogen activation pathway (MAPK
./___Corpus/Medline/xml/PMC4346098.xml	amino	5875 : 5880	CM	s in 12th, 13th and 61st amino of KRAS. Activating KRAS
